Company,Industry,User-Content
Raymond,textiles-woollen-worsted,
Uniphos Ent,trading,
Adani Enterpris,trading,
PTC India,trading,
Ind Motor Parts,trading,
Swan Energy,trading,
Empower India,trading,
Sicagen India,trading,
Dhoot Ind Fin,trading,
Urja Global,trading,
Sat Ind,trading,
Cravatex,trading,
Kalpa comm,trading,
WH Brady,trading,
Andrew Yule,trading,
Devhari Exports,trading,
Khaitan,trading,
Ejecta Marketin,trading,
Bombay Cycle,trading,
Grandeur Prod,trading,
Singer India,trading,
Aplaya Creation,trading,
Chandra Prabhu,trading,
Alora Trading ,trading,
Shailja Comm.,trading,
TandI Global,trading,
Shaily Engg,trading,
Cistro Telelink,trading,
High Ground Ent,trading,
Trijal Ind,trading,
Solis Marketing,trading,
STC India,trading,
Interglobe Avi,transport-logistics,
Container Corp,transport-logistics,
Arshiya,transport-logistics,
Allcargo,transport-logistics,
Sical Logistics,transport-logistics,
Starlog Enter,transport-logistics,
Transport Corp,transport-logistics,
Future Supply,transport-logistics,
Aegis Logistics,transport-logistics,
Patel Integrate,transport-logistics,
Agarwal Ind,transport-logistics,
TAAL Enterprise,transport-logistics,
TCI Express,transport-logistics,
Chartered Logis,transport-logistics,
Tiger Logistics,transport-logistics,
VRL Logistics,transport-logistics,
MRF,tyres,
Apollo Tyres,tyres,
Balkrishna Ind,tyres,
JK Tyre & Ind,tyres,
Ceat,tyres,
TVS Srichakra,tyres,
PTL Enterprises,tyres,
Tirupati Tyres,tyres,
Krypton,tyres,
Zydus Wellness,vanaspati-oils,
BCL Limited,vanaspati-oils,
Jatalia Global,vanaspati-oils,
